timestamp,volume,high,low,open,close
2025-07-18 09:30:00,5027695.0,324.0,321.760009765625,323.1099853515625,323.25
2025-07-18 09:35:00,1742241.0,323.2049865722656,321.3999938964844,323.19000244140625,321.802001953125
2025-07-18 09:40:00,2257770.0,322.4227905273437,320.20001220703125,321.79998779296875,320.260009765625
2025-07-18 09:45:00,1973077.0,322.42999267578125,319.8999938964844,320.239990234375,321.739990234375
2025-07-18 09:50:00,1251894.0,322.1300048828125,321.20001220703125,321.7412109375,322.1199951171875
2025-07-18 09:55:00,1493028.0,322.3800048828125,320.8999938964844,322.1260070800781,321.17498779296875
2025-07-18 10:00:00,1754932.0,322.79998779296875,320.42999267578125,321.17498779296875,322.4100036621094
2025-07-18 10:05:00,1894429.0,323.69000244140625,322.1700134277344,322.3949890136719,323.5957946777344
2025-07-18 10:10:00,1908480.0,324.3399963378906,322.78009033203125,323.5899963378906,323.19500732421875
2025-07-18 10:15:00,1451092.0,324.0599975585937,321.8999938964844,323.19500732421875,321.92999267578125
2025-07-18 10:20:00,1323854.0,322.3384094238281,321.1604919433594,321.92999267578125,321.45001220703125
2025-07-18 10:25:00,1208585.0,322.04998779296875,320.8699951171875,321.45001220703125,321.8949890136719
2025-07-18 10:30:00,1056000.0,322.6199951171875,321.3800048828125,321.8599853515625,322.29998779296875
2025-07-18 10:35:00,842378.0,322.79998779296875,321.44000244140625,322.2699890136719,321.56768798828125
2025-07-18 10:40:00,781664.0,322.06988525390625,321.29998779296875,321.5360107421875,322.0199890136719
2025-07-18 10:45:00,518560.0,322.25,321.6600036621094,321.9700012207031,322.0150146484375
2025-07-18 10:50:00,729582.0,322.760009765625,322.010009765625,322.0299987792969,322.6300048828125
2025-07-18 10:55:00,917596.0,323.1099853515625,322.2500915527344,322.6199951171875,322.3800048828125
2025-07-18 11:00:00,1016363.0,323.3500061035156,321.6300048828125,322.3900146484375,323.2427978515625
2025-07-18 11:05:00,900293.0,323.4710998535156,322.75,323.23590087890625,322.82501220703125
2025-07-18 11:10:00,659562.0,323.2784118652344,322.660400390625,322.82501220703125,323.1518859863281
2025-07-18 11:15:00,648326.0,323.3800048828125,322.8699951171875,323.1911926269531,323.0292053222656
2025-07-18 11:20:00,964771.0,323.3599853515625,321.8099975585937,323.0,322.00390625
2025-07-18 11:25:00,754796.0,322.17999267578125,321.7059936523437,321.95001220703125,322.1202087402344
2025-07-18 11:30:00,870528.0,322.1300048828125,321.2799987792969,322.1300048828125,321.5150146484375
2025-07-18 11:35:00,788658.0,322.3999938964844,321.32000732421875,321.4901123046875,322.1700134277344
2025-07-18 11:40:00,624361.0,322.3599853515625,321.5,322.18798828125,321.66558837890625
2025-07-18 11:45:00,1080360.0,321.7279968261719,320.5799865722656,321.6659851074219,320.79998779296875
2025-07-18 11:50:00,951661.0,321.79998779296875,320.760009765625,320.79998779296875,321.5150146484375
2025-07-18 11:55:00,499540.0,321.95001220703125,321.3699951171875,321.5,321.7698059082031
2025-07-18 12:00:00,619408.0,322.0299987792969,321.07000732421875,321.75,321.07000732421875
2025-07-18 12:05:00,898568.0,321.21759033203125,320.3399963378906,321.0899963378906,321.02899169921875
2025-07-18 12:10:00,625120.0,321.20001220703125,320.5704040527344,321.0299987792969,320.6700134277344
2025-07-18 12:15:00,983882.0,320.8500061035156,319.8699951171875,320.6700134277344,320.0502014160156
2025-07-18 12:20:00,1005918.0,320.70001220703125,319.75,320.031005859375,320.4100036621094
2025-07-18 12:25:00,551466.0,320.8384094238281,320.29998779296875,320.4100036621094,320.52880859375
2025-07-18 12:30:00,546177.0,321.1099853515625,320.4100036621094,320.5260009765625,320.989990234375
2025-07-18 12:35:00,436755.0,321.1000061035156,320.5459899902344,320.9700012207031,320.635009765625
2025-07-18 12:40:00,511876.0,320.8999938964844,320.29998779296875,320.6499938964844,320.74200439453125
2025-07-18 12:45:00,460644.0,320.7200012207031,320.1300048828125,320.70001220703125,320.473388671875
2025-07-18 12:50:00,675943.0,321.239990234375,320.3500061035156,320.4750061035156,321.10009765625
2025-07-18 12:55:00,593799.0,321.6099853515625,320.9400939941406,321.1336975097656,321.4061889648437
2025-07-18 13:00:00,309302.0,321.5299987792969,321.1000061035156,321.3900146484375,321.44500732421875
